"Date","Station","SampleID","Samplenum","Date_year","Month","Days","Fraction","Photonum","pH","Type","Arrival","Departure","Sky","StationDepth","Secchi","Temp","Turbidity","LogPhyco","LogChla","LogParMC","ParMC","DissMC","Phycocyanin","Chla","DOC","SRP","TP","TDP","POC","PON","PP","N.P","Nitrate","Ammonia","SortChem","H2O2","Intensive","Shore","NoaaStation","CDOM"
"8/25","nearshore2","E0064_53LTR","E0064","8/25/14","August",90,"53LTR","E140077",9.02,"sample","9:50","10:06","Cloudy",4.8,0.6,24.1,22.4,4.233427944,4.760220946,1.432959407,2.7,NA,18.81,27.1,4.17975,15.75,90.3,21.2,2.82,0.44,69.1,6.34,8,3.38,"E2014_0064",279.7923708,"n","nearshore","WE2",6.0389386
"8/25","nearshore2","E0064_CNA","E0064","8/25/14","August",90,"CNA","E140077",9.02,"sample","9:50","10:06","Cloudy",4.8,0.6,24.1,22.4,4.233427944,4.760220946,1.432959407,2.7,NA,18.81,27.1,4.17975,15.75,90.3,21.2,2.82,0.44,69.1,6.34,8,3.38,"E2014_0064",279.7923708,"n","nearshore","WE2",6.0389386
"8/25","nearshore1","E0066_100LTR","E0066","8/25/14","August",90,"100LTR","E140079",9.294,"sample","11:05","11:28","sunny",6,0.3,25,31.6,5.514753498,5.258518925,1.632268215,3.1,NA,45.72,38.28,4.272,3.68,98.1,10.3,4.03,0.59,87.88,6.68,28,2.58,"E2014_0066",392.5883741,"n","nearshore","WE12",7.175372871
"8/25","nearshore1","E0066_22NA","E0066","8/25/14","August",90,"22NA","E140079",9.294,"sample","11:05","11:28","sunny",6,0.3,25,31.6,5.514753498,5.258518925,1.632268215,3.1,NA,45.72,38.28,4.272,3.68,98.1,10.3,4.03,0.59,87.88,6.68,28,2.58,"E2014_0066",392.5883741,"n","nearshore","WE12",7.175372871
"8/25","nearshore1","E0066_3NA","E0066","8/25/14","August",90,"3NA","E140079",9.294,"sample","11:05","11:28","sunny",6,0.3,25,31.6,5.514753498,5.258518925,1.632268215,3.1,NA,45.72,38.28,4.272,3.68,98.1,10.3,4.03,0.59,87.88,6.68,28,2.58,"E2014_0066",392.5883741,"n","nearshore","WE12",7.175372871
"8/25","nearshore1","E0066_53LTR","E0066","8/25/14","August",90,"53LTR","E140079",9.294,"sample","11:05","11:28","sunny",6,0.3,25,31.6,5.514753498,5.258518925,1.632268215,3.1,NA,45.72,38.28,4.272,3.68,98.1,10.3,4.03,0.59,87.88,6.68,28,2.58,"E2014_0066",392.5883741,"n","nearshore","WE12",7.175372871
"8/25","nearshore1","E0066_CNA","E0066","8/25/14","August",90,"CNA","E140079",9.294,"sample","11:05","11:28","sunny",6,0.3,25,31.6,5.514753498,5.258518925,1.632268215,3.1,NA,45.72,38.28,4.272,3.68,98.1,10.3,4.03,0.59,87.88,6.68,28,2.58,"E2014_0066",392.5883741,"n","nearshore","WE12",7.175372871
"8/25","offshore","E0068_100LTR","E0068","8/25/14","August",90,"100LTR","E140081/164",8.509,"sample","12:19","12:32","sunny",7.9,3,23.9,1.01,0.454175893,1.831877241,-3.321928095,0.1,NA,1.37,3.56,2.1968,0.2,11.6,0.6,0.39,0.06,10.95,5.65,199,18.23,"E2014_0068",304.2043115,"n","offshore","WE4",1.397384533
"8/25","offshore","E0068_22NA","E0068","8/25/14","August",90,"22NA","E140081/164",8.509,"sample","12:19","12:32","sunny",7.9,3,23.9,1.01,0.454175893,1.831877241,-3.321928095,0.1,NA,1.37,3.56,2.1968,0.2,11.6,0.6,0.39,0.06,10.95,5.65,199,18.23,"E2014_0068",304.2043115,"n","offshore","WE4",1.397384533
"8/25","offshore","E0068_3NA","E0068","8/25/14","August",90,"3NA","E140081/164",8.509,"sample","12:19","12:32","sunny",7.9,3,23.9,1.01,0.454175893,1.831877241,-3.321928095,0.1,NA,1.37,3.56,2.1968,0.2,11.6,0.6,0.39,0.06,10.95,5.65,199,18.23,"E2014_0068",304.2043115,"n","offshore","WE4",1.397384533
"8/25","offshore","E0068_53LTR","E0068","8/25/14","August",90,"53LTR","E140081/164",8.509,"sample","12:19","12:32","sunny",7.9,3,23.9,1.01,0.454175893,1.831877241,-3.321928095,0.1,NA,1.37,3.56,2.1968,0.2,11.6,0.6,0.39,0.06,10.95,5.65,199,18.23,"E2014_0068",304.2043115,"n","offshore","WE4",1.397384533
"8/25","offshore","E0068_CNA","E0068","8/25/14","August",90,"CNA","E140081/164",8.509,"sample","12:19","12:32","sunny",7.9,3,23.9,1.01,0.454175893,1.831877241,-3.321928095,0.1,NA,1.37,3.56,2.1968,0.2,11.6,0.6,0.39,0.06,10.95,5.65,199,18.23,"E2014_0068",304.2043115,"n","offshore","WE4",1.397384533
"9/2","nearshore2","E0076_100LTR","E0076","9/2/14","September",98,"100LTR","E140104",8.845,"sample","10:16","10:30","cloudy",4.2,0.4,NA,19.3,2.82984956,5.199279721,-0.736965594,0.6,0,7.11,36.74,4.0195,4.38,71.5,8.5,2.33,0.36,62.95,5.79,32,4.92,"E2014_0076",281.547499,"n","nearshore","WE2",5.03527737
"9/2","nearshore2","E0076_22NA","E0076","9/2/14","September",98,"22NA","E140104",8.845,"sample","10:16","10:30","cloudy",4.2,0.4,NA,19.3,2.82984956,5.199279721,-0.736965594,0.6,0,7.11,36.74,4.0195,4.38,71.5,8.5,2.33,0.36,62.95,5.79,32,4.92,"E2014_0076",281.547499,"n","nearshore","WE2",5.03527737
"9/2","nearshore2","E0076_3NA","E0076","9/2/14","September",98,"3NA","E140104",8.845,"sample","10:16","10:30","cloudy",4.2,0.4,NA,19.3,2.82984956,5.199279721,-0.736965594,0.6,0,7.11,36.74,4.0195,4.38,71.5,8.5,2.33,0.36,62.95,5.79,32,4.92,"E2014_0076",281.547499,"n","nearshore","WE2",5.03527737
"9/2","nearshore2","E0076_53LTR","E0076","9/2/14","September",98,"53LTR","E140104",8.845,"sample","10:16","10:30","cloudy",4.2,0.4,NA,19.3,2.82984956,5.199279721,-0.736965594,0.6,0,7.11,36.74,4.0195,4.38,71.5,8.5,2.33,0.36,62.95,5.79,32,4.92,"E2014_0076",281.547499,"n","nearshore","WE2",5.03527737
"9/2","nearshore2","E0076_CNA","E0076","9/2/14","September",98,"CNA","E140104",8.845,"sample","10:16","10:30","cloudy",4.2,0.4,NA,19.3,2.82984956,5.199279721,-0.736965594,0.6,0,7.11,36.74,4.0195,4.38,71.5,8.5,2.33,0.36,62.95,5.79,32,4.92,"E2014_0076",281.547499,"n","nearshore","WE2",5.03527737
"9/2","nearshore1","E0078_100LTR","E0078","9/2/14","September",98,"100LTR","E140106",8.901,"sample","11:22","11:35","cloudy",5.8,0.6,NA,11.1,2.64385619,4.56193706,-1.736965594,0.3,0,6.25,23.62,3.19425,1.81,47.5,5.6,1.76,0.27,41.9,6.48,48,1.63,"E2014_0078",279.0339353,"n","nearshore","WE12",4.011427746
"9/2","nearshore1","E0078_22NA","E0078","9/2/14","September",98,"22NA","E140106",8.901,"sample","11:22","11:35","cloudy",5.8,0.6,NA,11.1,2.64385619,4.56193706,-1.736965594,0.3,0,6.25,23.62,3.19425,1.81,47.5,5.6,1.76,0.27,41.9,6.48,48,1.63,"E2014_0078",279.0339353,"n","nearshore","WE12",4.011427746
"9/2","nearshore1","E0078_3NA","E0078","9/2/14","September",98,"3NA","E140106",8.901,"sample","11:22","11:35","cloudy",5.8,0.6,NA,11.1,2.64385619,4.56193706,-1.736965594,0.3,0,6.25,23.62,3.19425,1.81,47.5,5.6,1.76,0.27,41.9,6.48,48,1.63,"E2014_0078",279.0339353,"n","nearshore","WE12",4.011427746
"9/2","nearshore1","E0078_53LTR","E0078","9/2/14","September",98,"53LTR","E140106",8.901,"sample","11:22","11:35","cloudy",5.8,0.6,NA,11.1,2.64385619,4.56193706,-1.736965594,0.3,0,6.25,23.62,3.19425,1.81,47.5,5.6,1.76,0.27,41.9,6.48,48,1.63,"E2014_0078",279.0339353,"n","nearshore","WE12",4.011427746
"9/2","nearshore1","E0078_CNA","E0078","9/2/14","September",98,"CNA","E140106",8.901,"sample","11:22","11:35","cloudy",5.8,0.6,NA,11.1,2.64385619,4.56193706,-1.736965594,0.3,0,6.25,23.62,3.19425,1.81,47.5,5.6,1.76,0.27,41.9,6.48,48,1.63,"E2014_0078",279.0339353,"n","nearshore","WE12",4.011427746
"9/2","offshore","E0080_100LTR","E0080","9/2/14","September",98,"100LTR","E140108",8.631,"sample","12:31","","rainy",7.8,1,NA,6.72,2.912649865,4.828834649,-2.321928095,0.2,0,7.53,28.42,2.5675,0.9,30.6,2.7,1.55,0.26,27.93,9.25,73,5.28,"E2014_0080",311.1521277,"n","offshore","WE4",2.117372553
"9/2","offshore","E0080_22NA","E0080","9/2/14","September",98,"22NA","E140108",8.631,"sample","12:31","","rainy",7.8,1,NA,6.72,2.912649865,4.828834649,-2.321928095,0.2,0,7.53,28.42,2.5675,0.9,30.6,2.7,1.55,0.26,27.93,9.25,73,5.28,"E2014_0080",311.1521277,"n","offshore","WE4",2.117372553
"9/2","offshore","E0080_3NA","E0080","9/2/14","September",98,"3NA","E140108",8.631,"sample","12:31","","rainy",7.8,1,NA,6.72,2.912649865,4.828834649,-2.321928095,0.2,0,7.53,28.42,2.5675,0.9,30.6,2.7,1.55,0.26,27.93,9.25,73,5.28,"E2014_0080",311.1521277,"n","offshore","WE4",2.117372553
"9/2","offshore","E0080_53LTR","E0080","9/2/14","September",98,"53LTR","E140108",8.631,"sample","12:31","","rainy",7.8,1,NA,6.72,2.912649865,4.828834649,-2.321928095,0.2,0,7.53,28.42,2.5675,0.9,30.6,2.7,1.55,0.26,27.93,9.25,73,5.28,"E2014_0080",311.1521277,"n","offshore","WE4",2.117372553
"9/2","offshore","E0080_CNA","E0080","9/2/14","September",98,"CNA","E140108",8.631,"sample","12:31","","rainy",7.8,1,NA,6.72,2.912649865,4.828834649,-2.321928095,0.2,0,7.53,28.42,2.5675,0.9,30.6,2.7,1.55,0.26,27.93,9.25,73,5.28,"E2014_0080",311.1521277,"n","offshore","WE4",2.117372553
"9/8","nearshore2","E0082_100LTR","E0082","9/8/14","September",104,"100LTR","E140116",8.86,"sample","9:51","10:08","sunny",4.8,0.8,NA,9.23,1.695993813,4.376429311,-0.736965594,0.6,0.48,3.24,20.77,3.5595,4.08,42.7,8.3,1.57,0.21,34.33,6.13,53,1.15,"E2014_0082",220.6112009,"n","nearshore","WE2",4.290379809
"9/8","nearshore2","E0082_22NA","E0082","9/8/14","September",104,"22NA","E140116",8.86,"sample","9:51","10:08","sunny",4.8,0.8,NA,9.23,1.695993813,4.376429311,-0.736965594,0.6,0.48,3.24,20.77,3.5595,4.08,42.7,8.3,1.57,0.21,34.33,6.13,53,1.15,"E2014_0082",220.6112009,"n","nearshore","WE2",4.290379809
"9/8","nearshore2","E0082_3NA","E0082","9/8/14","September",104,"3NA","E140116",8.86,"sample","9:51","10:08","sunny",4.8,0.8,NA,9.23,1.695993813,4.376429311,-0.736965594,0.6,0.48,3.24,20.77,3.5595,4.08,42.7,8.3,1.57,0.21,34.33,6.13,53,1.15,"E2014_0082",220.6112009,"n","nearshore","WE2",4.290379809
"9/8","nearshore2","E0082_53LTR","E0082","9/8/14","September",104,"53LTR","E140116",8.86,"sample","9:51","10:08","sunny",4.8,0.8,NA,9.23,1.695993813,4.376429311,-0.736965594,0.6,0.48,3.24,20.77,3.5595,4.08,42.7,8.3,1.57,0.21,34.33,6.13,53,1.15,"E2014_0082",220.6112009,"n","nearshore","WE2",4.290379809
"9/8","nearshore2","E0082_CNA","E0082","9/8/14","September",104,"CNA","E140116",8.86,"sample","9:51","10:08","sunny",4.8,0.8,NA,9.23,1.695993813,4.376429311,-0.736965594,0.6,0.48,3.24,20.77,3.5595,4.08,42.7,8.3,1.57,0.21,34.33,6.13,53,1.15,"E2014_0082",220.6112009,"n","nearshore","WE2",4.290379809
"9/8","nearshore1","E0084_100LTR","E0084","9/8/14","September",104,"100LTR","E140118",8.77,"sample","11:08","11:23","sunny",6,0.7,NA,9.46,2.150559677,4.5360529,-1.321928095,0.4,0.31,4.44,23.2,3.238,1.87,47.3,6.4,1.58,0.2,40.86,4.98,70,1.1,"E2014_0084",283.6230938,"n","nearshore","WE12",3.089423174
"9/8","nearshore1","E0084_22NA","E0084","9/8/14","September",104,"22NA","E140118",8.77,"sample","11:08","11:23","sunny",6,0.7,NA,9.46,2.150559677,4.5360529,-1.321928095,0.4,0.31,4.44,23.2,3.238,1.87,47.3,6.4,1.58,0.2,40.86,4.98,70,1.1,"E2014_0084",283.6230938,"n","nearshore","WE12",3.089423174
"9/8","nearshore1","E0084_3NA","E0084","9/8/14","September",104,"3NA","E140118",8.77,"sample","11:08","11:23","sunny",6,0.7,NA,9.46,2.150559677,4.5360529,-1.321928095,0.4,0.31,4.44,23.2,3.238,1.87,47.3,6.4,1.58,0.2,40.86,4.98,70,1.1,"E2014_0084",283.6230938,"n","nearshore","WE12",3.089423174
"9/8","nearshore1","E0084_53LTR","E0084","9/8/14","September",104,"53LTR","E140118",8.77,"sample","11:08","11:23","sunny",6,0.7,NA,9.46,2.150559677,4.5360529,-1.321928095,0.4,0.31,4.44,23.2,3.238,1.87,47.3,6.4,1.58,0.2,40.86,4.98,70,1.1,"E2014_0084",283.6230938,"n","nearshore","WE12",3.089423174
"9/8","nearshore1","E0084_CNA","E0084","9/8/14","September",104,"CNA","E140118",8.77,"sample","11:08","11:23","sunny",6,0.7,NA,9.46,2.150559677,4.5360529,-1.321928095,0.4,0.31,4.44,23.2,3.238,1.87,47.3,6.4,1.58,0.2,40.86,4.98,70,1.1,"E2014_0084",283.6230938,"n","nearshore","WE12",3.089423174
"9/8","offshore","E0086_100LTR","E0086","9/8/14","September",104,"100LTR","E140120",8.864,"sample","12:29","12:43","sunny",7.8,1.4,NA,6.55,3.982765463,4.713695815,-0.321928095,0.8,0.25,15.81,26.24,3.2225,0.27,30.6,3.5,1.57,0.28,27.08,10.27,63,1.54,"E2014_0086",246.0188035,"n","offshore","WE4",2.388856126
"9/8","offshore","E0086_22NA","E0086","9/8/14","September",104,"22NA","E140120",8.864,"sample","12:29","12:43","sunny",7.8,1.4,NA,6.55,3.982765463,4.713695815,-0.321928095,0.8,0.25,15.81,26.24,3.2225,0.27,30.6,3.5,1.57,0.28,27.08,10.27,63,1.54,"E2014_0086",246.0188035,"n","offshore","WE4",2.388856126
"9/8","offshore","E0086_3NA","E0086","9/8/14","September",104,"3NA","E140120",8.864,"sample","12:29","12:43","sunny",7.8,1.4,NA,6.55,3.982765463,4.713695815,-0.321928095,0.8,0.25,15.81,26.24,3.2225,0.27,30.6,3.5,1.57,0.28,27.08,10.27,63,1.54,"E2014_0086",246.0188035,"n","offshore","WE4",2.388856126
"9/8","offshore","E0086_53LTR","E0086","9/8/14","September",104,"53LTR","E140120",8.864,"no-amp","12:29","12:43","sunny",7.8,1.4,NA,6.55,3.982765463,4.713695815,-0.321928095,0.8,0.25,15.81,26.24,3.2225,0.27,30.6,3.5,1.57,0.28,27.08,10.27,63,1.54,"E2014_0086",246.0188035,"n","offshore","WE4",2.388856126
"9/8","offshore","E0086_CNA","E0086","9/8/14","September",104,"CNA","E140120",8.864,"sample","12:29","12:43","sunny",7.8,1.4,NA,6.55,3.982765463,4.713695815,-0.321928095,0.8,0.25,15.81,26.24,3.2225,0.27,30.6,3.5,1.57,0.28,27.08,10.27,63,1.54,"E2014_0086",246.0188035,"n","offshore","WE4",2.388856126
"9/15","nearshore2","E0088_100LTR","E0088","9/15/14","September",111,"100LTR","E140139",8.288,"sample","9:51","","cloudy",5.2,0.7,19.3,10.2,3.185866545,3.778208576,-0.514573173,0.7,0.87,9.1,13.72,3.94325,20.21,57.5,22.9,31.68,5.91,34.52,NA,143,10.97,"E2014_0088",215.4381433,"n","nearshore","WE2",4.550799562
"9/15","nearshore2","E0088_22NA","E0088","9/15/14","September",111,"22NA","E140139",8.288,"sample","9:51","","cloudy",5.2,0.7,19.3,10.2,3.185866545,3.778208576,-0.514573173,0.7,0.87,9.1,13.72,3.94325,20.21,57.5,22.9,31.68,5.91,34.52,NA,143,10.97,"E2014_0088",215.4381433,"n","nearshore","WE2",4.550799562
"9/15","nearshore2","E0088_3NA","E0088","9/15/14","September",111,"3NA","E140139",8.288,"sample","9:51","","cloudy",5.2,0.7,19.3,10.2,3.185866545,3.778208576,-0.514573173,0.7,0.87,9.1,13.72,3.94325,20.21,57.5,22.9,31.68,5.91,34.52,NA,143,10.97,"E2014_0088",215.4381433,"n","nearshore","WE2",4.550799562
"9/15","nearshore2","E0088_53LTR","E0088","9/15/14","September",111,"53LTR","E140139",8.288,"sample","9:51","","cloudy",5.2,0.7,19.3,10.2,3.185866545,3.778208576,-0.514573173,0.7,0.87,9.1,13.72,3.94325,20.21,57.5,22.9,31.68,5.91,34.52,NA,143,10.97,"E2014_0088",215.4381433,"n","nearshore","WE2",4.550799562
"9/15","nearshore2","E0088_CNA","E0088","9/15/14","September",111,"CNA","E140139",8.288,"sample","9:51","","cloudy",5.2,0.7,19.3,10.2,3.185866545,3.778208576,-0.514573173,0.7,0.87,9.1,13.72,3.94325,20.21,57.5,22.9,31.68,5.91,34.52,NA,143,10.97,"E2014_0088",215.4381433,"n","nearshore","WE2",4.550799562
"9/15","nearshore1","E0090_100LTR","E0090","9/15/14","September",111,"100LTR","E140141",8.505,"sample","11:16","11:30","cloudy",5.8,0.4,18.4,15,2.257010618,4.20867332,0.378511623,1.3,1.04,4.78,18.49,4.361,12.1,66,15.9,1.15,0.21,50.05,4.17,141,0.1,"E2014_0090",180.3205479,"n","nearshore","WE12",5.358085963
"9/15","nearshore1","E0090_22NA","E0090","9/15/14","September",111,"22NA","E140141",8.505,"sample","11:16","11:30","cloudy",5.8,0.4,18.4,15,2.257010618,4.20867332,0.378511623,1.3,1.04,4.78,18.49,4.361,12.1,66,15.9,1.15,0.21,50.05,4.17,141,0.1,"E2014_0090",180.3205479,"n","nearshore","WE12",5.358085963
"9/15","nearshore1","E0090_3NA","E0090","9/15/14","September",111,"3NA","E140141",8.505,"sample","11:16","11:30","cloudy",5.8,0.4,18.4,15,2.257010618,4.20867332,0.378511623,1.3,1.04,4.78,18.49,4.361,12.1,66,15.9,1.15,0.21,50.05,4.17,141,0.1,"E2014_0090",180.3205479,"n","nearshore","WE12",5.358085963
"9/15","nearshore1","E0090_53LTR","E0090","9/15/14","September",111,"53LTR","E140141",8.505,"sample","11:16","11:30","cloudy",5.8,0.4,18.4,15,2.257010618,4.20867332,0.378511623,1.3,1.04,4.78,18.49,4.361,12.1,66,15.9,1.15,0.21,50.05,4.17,141,0.1,"E2014_0090",180.3205479,"n","nearshore","WE12",5.358085963
"9/15","nearshore1","E0090_CNA","E0090","9/15/14","September",111,"CNA","E140141",8.505,"sample","11:16","11:30","cloudy",5.8,0.4,18.4,15,2.257010618,4.20867332,0.378511623,1.3,1.04,4.78,18.49,4.361,12.1,66,15.9,1.15,0.21,50.05,4.17,141,0.1,"E2014_0090",180.3205479,"n","nearshore","WE12",5.358085963
"9/15","offshore","E0092_100LTR","E0092","9/15/14","September",111,"100LTR","E140143",8.137,"sample","12:14","","rainy",8,3,19.6,2.22,-0.13606155,1.97819563,-3.321928095,0.1,0.1,0.91,3.94,2.52875,2.85,35.1,5.6,0.9,0.14,29.46,4.62,192,11.83,"E2014_0092",213.1191761,"n","offshore","WE4",1.463827674
"9/15","offshore","E0092_22NA","E0092","9/15/14","September",111,"22NA","E140143",8.137,"sample","12:14","","rainy",8,3,19.6,2.22,-0.13606155,1.97819563,-3.321928095,0.1,0.1,0.91,3.94,2.52875,2.85,35.1,5.6,0.9,0.14,29.46,4.62,192,11.83,"E2014_0092",213.1191761,"n","offshore","WE4",1.463827674
"9/15","offshore","E0092_3NA","E0092","9/15/14","September",111,"3NA","E140143",8.137,"sample","12:14","","rainy",8,3,19.6,2.22,-0.13606155,1.97819563,-3.321928095,0.1,0.1,0.91,3.94,2.52875,2.85,35.1,5.6,0.9,0.14,29.46,4.62,192,11.83,"E2014_0092",213.1191761,"n","offshore","WE4",1.463827674
"9/15","offshore","E0092_53LTR","E0092","9/15/14","September",111,"53LTR","E140143",8.137,"sample","12:14","","rainy",8,3,19.6,2.22,-0.13606155,1.97819563,-3.321928095,0.1,0.1,0.91,3.94,2.52875,2.85,35.1,5.6,0.9,0.14,29.46,4.62,192,11.83,"E2014_0092",213.1191761,"n","offshore","WE4",1.463827674
"9/15","offshore","E0092_CNA","E0092","9/15/14","September",111,"CNA","E140143",8.137,"sample","12:14","","rainy",8,3,19.6,2.22,-0.13606155,1.97819563,-3.321928095,0.1,0.1,0.91,3.94,2.52875,2.85,35.1,5.6,0.9,0.14,29.46,4.62,192,11.83,"E2014_0092",213.1191761,"n","offshore","WE4",1.463827674
"9/23","nearshore2","E0100_100LTR","E0100","9/23/14","September",119,"100LTR","E140167",8.221,"sample","10:03","10:41","sunny",4.9,NA,18.4,9.42,4.94673086,3.659924558,0.432959407,1.35,1.4,30.84,12.64,3.67775,21.22,65.3,21.1,1.33,0.25,44.24,5.67,152,12.85,"E2014_0100",213.3807517,"n","nearshore","WE2",4.779656761
"9/23","nearshore2","E0100_22NA","E0100","9/23/14","September",119,"22NA","E140167",8.221,"sample","10:03","10:41","sunny",4.9,NA,18.4,9.42,4.94673086,3.659924558,0.432959407,1.35,1.4,30.84,12.64,3.67775,21.22,65.3,21.1,1.33,0.25,44.24,5.67,152,12.85,"E2014_0100",213.3807517,"n","nearshore","WE2",4.779656761
"9/23","nearshore2","E0100_3NA","E0100","9/23/14","September",119,"3NA","E140167",8.221,"sample","10:03","10:41","sunny",4.9,NA,18.4,9.42,4.94673086,3.659924558,0.432959407,1.35,1.4,30.84,12.64,3.67775,21.22,65.3,21.1,1.33,0.25,44.24,5.67,152,12.85,"E2014_0100",213.3807517,"n","nearshore","WE2",4.779656761
"9/23","nearshore2","E0100_53LTR","E0100","9/23/14","September",119,"53LTR","E140167",8.221,"sample","10:03","10:41","sunny",4.9,NA,18.4,9.42,4.94673086,3.659924558,0.432959407,1.35,1.4,30.84,12.64,3.67775,21.22,65.3,21.1,1.33,0.25,44.24,5.67,152,12.85,"E2014_0100",213.3807517,"n","nearshore","WE2",4.779656761
"9/23","nearshore2","E0100_CNA","E0100","9/23/14","September",119,"CNA","E140167",8.221,"sample","10:03","10:41","sunny",4.9,NA,18.4,9.42,4.94673086,3.659924558,0.432959407,1.35,1.4,30.84,12.64,3.67775,21.22,65.3,21.1,1.33,0.25,44.24,5.67,152,12.85,"E2014_0100",213.3807517,"n","nearshore","WE2",4.779656761
"9/23","nearshore1","E0102_100LTR","E0102","9/23/14","September",119,"100LTR","E140169",8.332,"sample","11:34","","sunny",5.8,NA,17.9,11,4.133399125,4.08491466,-0.152003093,0.9,0.9,17.55,16.97,3.3648,17.39,60.3,17.7,1.77,0.32,42.62,7.42,150,3.14,"E2014_0102",270.7901863,"n","nearshore","WE12",4.072445445
"9/23","nearshore1","E0102_22NA","E0102","9/23/14","September",119,"22NA","E140169",8.332,"sample","11:34","","sunny",5.8,NA,17.9,11,4.133399125,4.08491466,-0.152003093,0.9,0.9,17.55,16.97,3.3648,17.39,60.3,17.7,1.77,0.32,42.62,7.42,150,3.14,"E2014_0102",270.7901863,"n","nearshore","WE12",4.072445445
"9/23","nearshore1","E0102_3NA","E0102","9/23/14","September",119,"3NA","E140169",8.332,"sample","11:34","","sunny",5.8,NA,17.9,11,4.133399125,4.08491466,-0.152003093,0.9,0.9,17.55,16.97,3.3648,17.39,60.3,17.7,1.77,0.32,42.62,7.42,150,3.14,"E2014_0102",270.7901863,"n","nearshore","WE12",4.072445445
"9/23","nearshore1","E0102_53LTR","E0102","9/23/14","September",119,"53LTR","E140169",8.332,"sample","11:34","","sunny",5.8,NA,17.9,11,4.133399125,4.08491466,-0.152003093,0.9,0.9,17.55,16.97,3.3648,17.39,60.3,17.7,1.77,0.32,42.62,7.42,150,3.14,"E2014_0102",270.7901863,"n","nearshore","WE12",4.072445445
"9/23","nearshore1","E0102_CNA","E0102","9/23/14","September",119,"CNA","E140169",8.332,"sample","11:34","","sunny",5.8,NA,17.9,11,4.133399125,4.08491466,-0.152003093,0.9,0.9,17.55,16.97,3.3648,17.39,60.3,17.7,1.77,0.32,42.62,7.42,150,3.14,"E2014_0102",270.7901863,"n","nearshore","WE12",4.072445445
"9/23","offshore","E0104_100LTR","E0104","9/23/14","September",119,"100LTR","E140171",8.264,"no-amp","12:58","13:26","sunny",7.8,NA,17.9,1.87,-1.029146346,1.389566812,-1.736965594,0.3,0.1,0.49,2.62,2.37,0.1,9.9,1.5,0.33,0.06,8.49,6.6,176,0.59,"E2014_0104",270.6391546,"n","offshore","WE4",1.438435991
"9/23","offshore","E0104_22NA","E0104","9/23/14","September",119,"22NA","E140171",8.264,"sample","12:58","13:26","sunny",7.8,NA,17.9,1.87,-1.029146346,1.389566812,-1.736965594,0.3,0.1,0.49,2.62,2.37,0.1,9.9,1.5,0.33,0.06,8.49,6.6,176,0.59,"E2014_0104",270.6391546,"n","offshore","WE4",1.438435991
"9/23","offshore","E0104_3NA","E0104","9/23/14","September",119,"3NA","E140171",8.264,"sample","12:58","13:26","sunny",7.8,NA,17.9,1.87,-1.029146346,1.389566812,-1.736965594,0.3,0.1,0.49,2.62,2.37,0.1,9.9,1.5,0.33,0.06,8.49,6.6,176,0.59,"E2014_0104",270.6391546,"n","offshore","WE4",1.438435991
"9/23","offshore","E0104_53LTR","E0104","9/23/14","September",119,"53LTR","E140171",8.264,"sample","12:58","13:26","sunny",7.8,NA,17.9,1.87,-1.029146346,1.389566812,-1.736965594,0.3,0.1,0.49,2.62,2.37,0.1,9.9,1.5,0.33,0.06,8.49,6.6,176,0.59,"E2014_0104",270.6391546,"n","offshore","WE4",1.438435991
"9/23","offshore","E0104_CNA","E0104","9/23/14","September",119,"CNA","E140171",8.264,"sample","12:58","13:26","sunny",7.8,NA,17.9,1.87,-1.029146346,1.389566812,-1.736965594,0.3,0.1,0.49,2.62,2.37,0.1,9.9,1.5,0.33,0.06,8.49,6.6,176,0.59,"E2014_0104",270.6391546,"n","offshore","WE4",1.438435991
"9/29","nearshore2","E0106_100LTR","E0106","9/29/14","September",125,"100LTR","E140173",8.835,"sample","10:05","10:17","sunny",4,0.6,19.4,22.1,7.682994584,6.058099988,2.070389328,4.2,0.6,205.5,66.63,3.044,2.25,132.7,8.3,5.84,1.07,124.46,8.59,147.5,0.1,"E2014_0106",296.5561875,"n","nearshore","WE2",6.659957275
"9/29","nearshore2","E0106_22NA","E0106","9/29/14","September",125,"22NA","E140173",8.835,"sample","10:05","10:17","sunny",4,0.6,19.4,22.1,7.682994584,6.058099988,2.070389328,4.2,0.6,205.5,66.63,3.044,2.25,132.7,8.3,5.84,1.07,124.46,8.59,147.5,0.1,"E2014_0106",296.5561875,"n","nearshore","WE2",6.659957275
"9/29","nearshore2","E0106_3NA","E0106","9/29/14","September",125,"3NA","E140173",8.835,"sample","10:05","10:17","sunny",4,0.6,19.4,22.1,7.682994584,6.058099988,2.070389328,4.2,0.6,205.5,66.63,3.044,2.25,132.7,8.3,5.84,1.07,124.46,8.59,147.5,0.1,"E2014_0106",296.5561875,"n","nearshore","WE2",6.659957275
"9/29","nearshore2","E0106_53LTR","E0106","9/29/14","September",125,"53LTR","E140173",8.835,"sample","10:05","10:17","sunny",4,0.6,19.4,22.1,7.682994584,6.058099988,2.070389328,4.2,0.6,205.5,66.63,3.044,2.25,132.7,8.3,5.84,1.07,124.46,8.59,147.5,0.1,"E2014_0106",296.5561875,"n","nearshore","WE2",6.659957275
